index,location,address,lat,long
https://data.coypu.org/company/gleif/391200TWIAUG86Y3FU62,"Köln","Köln, Nordrhein-Westfalen, Deutschland",50.938361,6.959974
https://data.coypu.org/company/gleif/391200AIYVO5Y4RWQL46,"Hannover","Hannover, Region Hannover, Niedersachsen, Deutschland",52.3744779,9.7385532
https://data.coypu.org/company/gleif/875500NYIMLKT8NHCL11,"Oberboihingen","Oberboihingen, Vereinbarte Verwaltungsgemeinschaft der Stadt Nürtingen, Landkreis Esslingen, Baden-Württemberg, 72644, Deutschland",48.6475985,9.3668947
