"company","name","country","city"
"https://data.coypu.org/company/gleif/391200TWIAUG86Y3FU62","Thorsten Janning GmbH","DE","Köln"
"https://data.coypu.org/company/gleif/391200AIYVO5Y4RWQL46","""Die Insel"" am Maschsee GmbH & Co. KG","DE","Hannover"
"https://data.coypu.org/company/gleif/875500NYIMLKT8NHCL11","Timothy-Pascal Konrad","DE","Oberboihingen"
